Air quality data, rural backgroung PM10 in Germany, daily averages 2005-2006
5
x
y
sp.ID
timeIndex
PM10
8.928171	51.430897	DEHE046	2558	8.708
12.611125	50.431322	DESN049	2558	8
10.375299	50.561752	DETH026	2558	18.542
8.950597	51.830952	DENW063	2558	9.875
11.661233	50.791616	DETH061	2558	12.167
11.721605	50.323242	DEBY047	2558	13
8.191934	50.930328	DENW065	2558	6.583
10.769533	50.654066	DEUB029	2558	12.833
8.148061	51.57066	DENW068	2558	19.5
9.577714	51.75975	DENI019	2558	9.542
9.935862	50.497711	DEHE051	2558	5
7.972717	50.76675	DERP016	2558	11.25
10.61248	51.75816	DENI051	2558	2.85
8.928171	51.430897	DEHE046	2559	11.042
12.611125	50.431322	DESN049	2559	8
10.375299	50.561752	DETH026	2559	9.167
8.950597	51.830952	DENW063	2559	8.667
11.661233	50.791616	DETH061	2559	7.208
11.721605	50.323242	DEBY047	2559	9.375
8.191934	50.930328	DENW065	2559	7.417
10.769533	50.654066	DEUB029	2559	6.833
8.148061	51.57066	DENW068	2559	12.708
9.577714	51.75975	DENI019	2559	10.208
9.935862	50.497711	DEHE051	2559	4.292
7.972717	50.76675	DERP016	2559	10.833
10.61248	51.75816	DENI051	2559	14.636
8.928171	51.430897	DEHE046	2560	14.792
12.611125	50.431322	DESN049	2560	10
10.375299	50.561752	DETH026	2560	11.042
8.950597	51.830952	DENW063	2560	12.417
11.661233	50.791616	DETH061	2560	9.273
11.721605	50.323242	DEBY047	2560	11.125
8.191934	50.930328	DENW065	2560	9.333
10.769533	50.654066	DEUB029	2560	7.524
8.148061	51.57066	DENW068	2560	22.25
9.577714	51.75975	DENI019	2560	15.542
9.935862	50.497711	DEHE051	2560	1.042
7.972717	50.76675	DERP016	2560	14.958
10.61248	51.75816	DENI051	2560	5.875
8.928171	51.430897	DEHE046	2561	8.667
12.611125	50.431322	DESN049	2561	8
10.375299	50.561752	DETH026	2561	9.667
8.950597	51.830952	DENW063	2561	10.833
11.661233	50.791616	DETH061	2561	7.833
11.721605	50.323242	DEBY047	2561	10.708
8.191934	50.930328	DENW065	2561	6.708
10.769533	50.654066	DEUB029	2561	3.875
8.148061	51.57066	DENW068	2561	11.333
9.577714	51.75975	DENI019	2561	10.542
9.935862	50.497711	DEHE051	2561	2.042
7.972717	50.76675	DERP016	2561	8.083
10.61248	51.75816	DENI051	2561	22.095
8.928171	51.430897	DEHE046	2562	7.292
12.611125	50.431322	DESN049	2562	6
10.375299	50.561752	DETH026	2562	8.842
8.950597	51.830952	DENW063	2562	9.125
11.661233	50.791616	DETH061	2562	7.333
11.721605	50.323242	DEBY047	2562	9.667
8.191934	50.930328	DENW065	2562	5
10.769533	50.654066	DEUB029	2562	2.917
